,setup,map_id,smoke_level,trial_index,rmse,rmse_scale,hallucination_count,hallucination_count_total,hallucination_percent,undetected_count,undetected_count_total,undetected_percent,num_clusters,number_disparity,latency_fusion,latency_inference
174,FUSION,6,3,2,0.41534016591372375,21.154754956067197,7350,24013,0.3060842043892891,5626,32357,0.17387273232994407,41,155241,0.3269967064166444,0.3046799439432502
175,FUSION,6,3,10,0.42526016413519285,16.40475428883036,7607,25197,0.301901019962694,5693,32357,0.1759433816484841,38,155493,0.32735676453094287,0.30450890787892254
176,FUSION,6,3,9,0.4247740118495858,17.028570084784803,7984,24224,0.3295904887714663,5491,32357,0.16970052847915443,40,154269,0.33146315479360705,0.3043872427685829
177,FUSION,6,3,11,0.4282804016564732,14.545451568111014,7647,23423,0.32647397856807414,5091,32357,0.1573384429953333,41,155436,0.3316826770017887,0.30410441023558965
178,FUSION,6,3,12,0.4564607291106064,17.40446930899776,6486,17698,0.3664820883715674,16239,32357,0.501869765429428,21,155624,0.3372829333404822,0.30441599933406976
179,FUSION,6,3,0,0.42703368318213736,20.691754954938038,7910,24142,0.32764476845331786,5478,32357,0.16929876070093025,40,153469,0.33051168345094134,0.30419749073360275
180,STEREO,6,2,11,0.1996857180893502,13.643531343395695,339,13354,0.025385652239029503,11635,32357,0.35958216151064687,67,188784,,
181,STEREO,6,2,5,0.21623534266765565,15.64023890105269,449,13890,0.03232541396688265,10862,32357,0.3356924313131625,76,188988,,
182,STEREO,6,2,9,0.21561887703383012,18.321152538947047,657,13544,0.04850856467808624,11569,32357,0.3575424174058164,80,189119,,
183,STEREO,6,2,10,0.21097190931156157,18.709929561705923,497,13712,0.03624562427071178,11627,32357,0.35933491980097043,77,188566,,
184,STEREO,6,2,7,0.20630910508120764,13.380419379118962,446,13790,0.03234227701232777,11344,32357,0.350588744321167,73,188785,,
185,STEREO,6,2,0,0.20507202378471093,14.588168315655505,492,13367,0.036807062168025734,11692,32357,0.36134375869209134,68,188833,,
186,STEREO,6,2,14,0.21470622786453772,16.263222248210415,368,14372,0.0256053437239076,11187,32357,0.3457366257687672,70,188818,,
187,STEREO,6,2,4,0.210586868650033,15.536930537435683,576,13968,0.041237113402061855,11251,32357,0.3477145594461786,72,189013,,
188,STEREO,6,2,12,0.21878438913740544,20.358261999849674,516,13905,0.037108953613807984,11171,32357,0.34524214234941436,75,188716,,
189,STEREO,6,2,8,0.22127150249299327,17.70653004321023,558,14234,0.039201910917521426,11123,32357,0.3437586920913558,83,188875,,
190,STEREO,6,2,1,0.20412383547742946,14.662208420102653,503,13389,0.037568152961386214,11420,32357,0.352937540563093,75,188777,,
191,STEREO,6,2,13,0.20414370767120457,15.367753715975937,453,13498,0.03356052748555342,12044,32357,0.37222239391785394,63,189045,,
192,STEREO,6,2,2,0.2075005011445022,15.478011323976549,510,13230,0.03854875283446712,11172,32357,0.3452730475631239,79,189031,,
193,STEREO,6,2,6,0.2055295615222468,16.527053875311886,478,13552,0.035271546635183,11618,32357,0.3590567728775845,68,189060,,
194,STEREO,6,2,3,0.22003780109191765,12.94589888259348,404,13596,0.029714621947631657,11505,32357,0.355564483728405,74,188765,,
195,STEREO,6,1,14,0.20936981758256062,20.960081085278087,797,25712,0.030997199751088986,3684,32357,0.11385480730599253,80,255132,,
196,STEREO,6,1,13,0.22483645999107835,19.405383185704277,962,26612,0.03614910566661656,4264,32357,0.13177983125753315,77,255327,,
197,STEREO,6,1,0,0.22076462452988171,16.170188194771647,850,26189,0.03245637481385315,3632,32357,0.11224773619309578,78,254865,,
198,STEREO,6,1,1,0.22621318224135104,20.54733122451686,1439,26536,0.05422821826952065,4228,32357,0.13066724356398923,85,254844,,
199,STEREO,6,1,6,0.2270466028142512,24.53574986860242,1215,24852,0.048889425398358284,5730,32357,0.17708687455573754,78,254864,,
200,STEREO,6,1,10,0.21114795194185743,21.850573507623082,1483,26680,0.055584707646176915,3353,32357,0.10362518156813054,82,255173,,
201,STEREO,6,1,2,0.22575436838116464,21.336781027586312,1925,27562,0.06984253682606487,4303,32357,0.1329851345922057,78,255200,,
202,STEREO,6,1,8,0.22602037945764025,18.430946847464664,1386,26877,0.05156825538564572,3825,32357,0.11821244243903947,95,254780,,
203,STEREO,6,1,7,0.2282381283363362,20.75566294011249,1305,27088,0.04817631423508565,3675,32357,0.11357666038260654,90,254976,,
204,STEREO,6,1,5,0.21812069141016904,20.631284015258792,724,25887,0.027967705798277127,3917,32357,0.12105572210031833,83,255733,,
205,STEREO,6,1,12,0.21867662482010589,23.03244377441463,1616,27303,0.05918763505841849,3820,32357,0.1180579163704917,79,255019,,
206,STEREO,6,1,3,0.21934036716029584,21.515802263155184,856,26490,0.03231408078520196,3804,32357,0.11756343295113886,81,255069,,
207,STEREO,6,1,11,0.21944813411495143,19.503066010497896,1418,27376,0.05179719462302747,3892,32357,0.12028309175757951,76,255203,,
208,STEREO,6,1,9,0.22084406871673273,22.138835986396618,1452,27051,0.05367638904291893,3806,32357,0.11762524337855797,87,254982,,
209,STEREO,6,1,4,0.20460979360147005,19.068537337010564,1004,25742,0.03900240851526688,4347,32357,0.13434496399542603,80,255120,,
210,STEREO,6,0,5,0.22829501163952406,18.39758347334426,1514,36442,0.041545469513199054,2566,32357,0.07930277837871248,70,271011,,
211,STEREO,6,0,12,0.22920489747842301,17.892140642628338,2209,37468,0.05895697662004911,2705,32357,0.08359860308434033,61,271047,,
212,STEREO,6,0,14,0.22665062275622114,19.372195408251976,1792,37209,0.04816039130317934,2426,32357,0.0749760484593751,62,270876,,
213,STEREO,6,0,10,0.23002714060775842,20.419617738531223,1493,37222,0.04011068722798345,2430,32357,0.0750996693142133,63,270856,,
214,STEREO,6,0,6,0.2250055418973322,17.607077578128536,2019,36611,0.055147360083035155,2399,32357,0.07414160768921717,68,271104,,
215,STEREO,6,0,2,0.22664484149763423,19.8745635849114,2062,36999,0.05573123597935079,2598,32357,0.08029174521741818,62,270962,,
216,STEREO,6,0,0,0.23436495002210206,19.272319940783163,1754,37049,0.04734270830521742,2340,32357,0.07231820008035356,71,271046,,
217,STEREO,6,0,11,0.22423748695279366,19.023117398649102,1763,37081,0.04754456460181764,2613,32357,0.08075532342306146,59,271065,,
218,STEREO,6,0,1,0.23590261570648205,15.24018679218811,2129,37823,0.056288501705311585,2309,32357,0.07136013845535742,64,270982,,
219,STEREO,6,0,7,0.22279575403622973,18.481491772364823,2393,37073,0.06454832357780595,2585,32357,0.07988997743919399,64,270939,,
220,STEREO,6,0,8,0.22735329637171744,17.231664998884643,2026,36667,0.05525404314506232,2798,32357,0.08647278795932874,63,271081,,
221,STEREO,6,0,3,0.22841009633458037,18.759409481354982,2261,37216,0.060753439380911434,2583,32357,0.07982816701177489,65,271010,,
222,STEREO,6,0,4,0.23990708218635634,16.79031235352329,1608,36329,0.04426215970712103,2578,32357,0.07967364094322713,60,270983,,
223,STEREO,6,0,9,0.22941991130395956,14.201729280131453,1624,36455,0.04454807296667124,2672,32357,0.08257873103192509,55,271223,,
224,STEREO,6,3,0,0.24977667881090718,14.321218958163602,1025,7975,0.12852664576802508,17502,32357,0.5409030503445932,68,151110,,
225,STEREO,6,3,9,0.2683117472785179,13.7293981933876,861,8829,0.09751953788651037,17089,32357,0.5281391970825479,75,151333,,
226,STEREO,6,3,11,0.27079082715310543,20.254100478509898,991,8807,0.11252412853412058,17371,32357,0.5368544673486417,65,151683,,
227,STEREO,6,3,14,0.26047617131641143,13.294608259909674,635,7782,0.08159856078129016,17459,32357,0.5395741261550824,63,151755,,
228,STEREO,6,3,4,0.25691053545391007,13.90785065607329,794,8662,0.09166474255368275,16107,32357,0.497790277219767,62,151555,,
229,STEREO,6,3,8,0.26030657071248947,17.057966209162416,816,8500,0.096,16678,32357,0.5154371542479216,69,152037,,
230,STEREO,6,3,3,0.26843927891388053,19.00139384927159,715,7897,0.0905407116626567,16359,32357,0.5055783910745743,78,151402,,
231,STEREO,6,3,13,0.23889911504656836,15.608655272168976,704,7991,0.08809911150043799,16382,32357,0.506289210989894,63,151739,,
232,STEREO,6,3,5,0.24283497248575076,14.382261679689606,555,8158,0.06803138024025497,16845,32357,0.520598324937417,61,151650,,
233,STEREO,6,3,7,0.26622139855303983,16.408448262295703,847,8187,0.1034566996457799,16462,32357,0.5087616280866583,67,151724,,
234,STEREO,6,3,2,0.2598454488128843,16.274597217668628,801,8461,0.09466966079659615,16889,32357,0.5219581543406373,55,151837,,
235,STEREO,6,3,1,0.255321135715058,15.03588972171371,845,8470,0.09976387249114523,16998,32357,0.5253268226349785,64,151029,,
236,STEREO,6,3,10,0.25889897817734775,15.72282193504996,820,7906,0.10371869466228181,16979,32357,0.524739623574497,65,151707,,
237,STEREO,6,3,12,0.2663472446571633,14.8030812664837,638,7533,0.0846940130094252,17273,32357,0.5338257564051055,62,151482,,
238,STEREO,6,3,6,0.24969117205120941,16.05587203369162,809,8793,0.09200500398043898,16738,32357,0.5172914670704948,67,151411,,
239,FUSION,9,2,11,0.4082496677144443,18.043846165144654,7649,22106,0.346014656654302,5125,26289,0.1949484575297653,21,210853,0.3722236797648949,0.30854792533655884
240,FUSION,9,2,14,0.4144875366482066,24.36112488929737,6764,22841,0.29613414473972244,4247,26289,0.16155045836661722,26,210174,0.37334496518095095,0.3084703759944185
241,FUSION,9,2,9,0.39535093970473667,18.02833916596691,4200,15638,0.26857654431512984,9576,26289,0.3642588154741527,18,209562,0.37224014974721575,0.30774543729759535
242,FUSION,9,2,10,0.40091570406782473,20.59778131276055,6819,23207,0.2938337570560607,4442,26289,0.1689680094336034,20,210222,0.36683926744926404,0.3087156563333684
243,FUSION,9,2,7,0.40949665001448404,16.339113402888884,5530,19435,0.28453820427064574,4558,26289,0.1733805013503747,46,209926,0.3778534477079081,0.30875614869712603
244,FUSION,9,2,4,0.41979162757420546,16.625786891969714,6960,22169,0.3139519148360323,4449,26289,0.1692342804975465,21,211367,0.3749671676853398,0.30858356659210856
245,FUSION,9,2,12,0.41132255828286457,9.104026786067529,596,3061,0.1947076118915387,22906,26289,0.8713149986686447,5,216722,0.3638315429706776,0.30714145312943963
246,FUSION,9,2,3,0.4271003773245628,6.737245839990089,482,2541,0.18968909878000786,23286,26289,0.8857697135684126,7,216466,0.37570651990626563,0.30691455716566013
247,FUSION,9,2,1,0.4215959819144712,16.67689875743293,8091,23813,0.33977239323058833,4629,26289,0.17608125071322606,23,209374,0.36664496065237323,0.30825656142732144
248,FUSION,9,2,2,0.415469711368724,19.195590754083966,6132,18243,0.33612892616345996,4930,26289,0.18753090646277912,30,210283,0.37189792107283925,0.30852791532793
249,FUSION,9,2,0,0.4158085807685811,23.217646063194035,6881,20933,0.32871542540486315,4991,26289,0.18985126859142606,24,208292,0.41572211599349973,0.30370252157952327
250,FUSION,9,2,5,0.40387639286888266,12.252204219883012,6087,20290,0.3,4715,26289,0.17935258092738407,24,210053,0.36192753713720766,0.3088088364029309
251,FUSION,9,2,8,0.4253476115384239,15.774002774345645,8133,23362,0.34812944097251947,4524,26289,0.17208718475407966,20,216057,0.3730179139528456,0.3079943327613957
252,FUSION,9,2,13,0.420753095589564,6.90214263414826,3125,10372,0.30129193983802544,15943,26289,0.6064513674921069,8,208430,0.3694486513460043,0.3080562379651298
253,FUSION,9,2,6,0.41451123526449785,19.28142248136333,7438,22602,0.32908592159985844,4591,26289,0.17463577922324927,29,209586,0.37060732733763924,0.30887616956671116
254,FUSION,9,1,9,0.3788944668102161,13.327474783395715,6274,25195,0.24901766223457036,3502,26289,0.13321160941838792,45,265248,0.38792423560069156,0.30860184858252476
255,FUSION,9,1,11,0.38272455334708094,6.855874844864451,2599,11644,0.2232050841635177,13340,26289,0.5074365704286964,18,265072,0.3707024418924992,0.3092386406801996
256,FUSION,9,1,3,0.40099432172579413,5.098939786230517,3242,13793,0.23504676285072137,12031,26289,0.45764388147133783,15,264844,0.38474564664019906,0.3094955214432308
257,FUSION,9,1,4,0.3813644644574528,10.960563806880307,5993,24587,0.2437466954081425,4022,26289,0.15299174559701775,36,264946,0.39627173077196753,0.30856425189122955
258,FUSION,9,1,5,0.3879747672769047,8.680047857479904,2448,12364,0.19799417664186347,13649,26289,0.519190535965613,30,264354,0.3744024261563909,0.30796970243162136
259,FUSION,9,1,13,0.3808189912803939,21.065091139314305,6223,21812,0.28530166880616176,3432,26289,0.13054889877895698,35,268267,0.40480043092509355,0.31022770125940563
260,FUSION,9,1,14,0.3704735642420162,16.187844616481833,4469,20361,0.2194882373164383,4097,26289,0.15584464985355093,53,264315,0.3743445312275606,0.3086884663836791
261,FUSION,9,1,10,0.3930845731573178,1.7911076265383323,1614,7807,0.20673754323043422,17544,26289,0.6673513636882347,15,264703,0.38068171092192427,0.30906611539068674
262,FUSION,9,1,7,0.36835373549371736,18.168820453454956,5627,24515,0.22953293901692842,3360,26289,0.12781011069268516,48,264346,0.3750192849519951,0.30838038423766484
263,FUSION,9,1,2,0.3830930072291509,8.011302696792946,2577,13053,0.197425879108251,12650,26289,0.48118985126859143,24,264646,0.3815465134247032,0.30822180075275385
264,FUSION,9,1,0,0.3777837949678359,14.321319771454544,6868,25474,0.2696082279971736,3446,26289,0.13108144090684318,40,264295,0.38693974597874115,0.3081013274922423
265,FUSION,9,1,12,0.3702989162204661,19.232027753640978,4549,20251,0.22463088242555923,5226,26289,0.19879036859522994,47,264475,0.38829943817746365,0.3076445379200772
266,FUSION,9,1,8,0.37076500735094897,17.176148154933014,5985,24104,0.2482990375041487,3763,26289,0.1431397162311233,52,264225,0.38804690860142216,0.3087298069056954
267,FUSION,9,1,6,0.40730101913967787,7.161252855108584,385,2538,0.1516942474389283,23219,26289,0.8832211190992431,7,264653,0.3805991467281894,0.3080640454370081
268,FUSION,9,1,1,0.3707847481411914,12.885368867826967,6525,24564,0.2656326331216414,3242,26289,0.123321541329073,43,266739,0.3819092074129289,0.30748016297134445
269,FUSION,9,0,13,0.35764433524260486,15.914447077842723,5432,27984,0.19411092052601486,3627,26289,0.13796644984594317,40,275422,0.3924375657528994,0.3078095432046619
270,FUSION,9,0,10,0.3742339790857671,13.98427709004195,5481,23764,0.2306429893957246,4152,26289,0.1579367796416752,49,276101,0.3956940127175952,0.3093621935602925
271,FUSION,9,0,7,0.3671787789782921,18.97704557873058,7211,30195,0.23881437324060276,3416,26289,0.1299402792042299,41,276002,0.393085003651279,0.3103858287682161
272,FUSION,9,0,11,0.3768037876182749,20.034591489670706,6432,30063,0.21395070352260254,3849,26289,0.1464110464452813,41,275792,0.3847286627661807,0.3086674956624193
273,FUSION,9,0,6,0.3693102170634533,15.86476241196534,5756,27877,0.20647845894464972,3440,26289,0.13085320856632052,48,276011,0.40872508654588174,0.30688347244168873
274,FUSION,9,0,3,0.3655720055375871,16.503537087778167,3286,16535,0.19872996673722407,9806,26289,0.37300772186085435,37,275873,0.3841385371579325,0.3093821635795018
275,FUSION,9,0,1,0.36023518211761324,19.948455606656875,5395,27073,0.19927603147046874,3516,26289,0.13374415154627411,44,275972,0.39305914559352306,0.31000568045944465
276,FUSION,9,0,2,0.36937427050398597,19.359982682586264,6858,30480,0.225,3090,26289,0.11753965536916582,36,276077,0.3988890781779919,0.3102746400482723
277,FUSION,9,0,14,0.35712612479739714,20.524297264603668,5859,26196,0.22366010077874485,3614,26289,0.13747194644147742,37,275855,0.39413556230790686,0.3086902641507581
278,FUSION,9,0,9,0.3650821068356944,20.927968050152014,7097,29927,0.23714371637651618,2679,26289,0.10190574004336414,45,275466,0.39776952263118626,0.3071349127976983
279,FUSION,9,0,0,0.3787713743359042,5.372301890815236,2369,9764,0.24262597296190086,16646,26289,0.6331925900566777,14,276103,0.39350451482048854,0.3096644460711231
280,FUSION,9,0,5,0.3593168967506396,19.84303800709551,5231,25887,0.20207053733534205,4156,26289,0.158088934535357,39,276004,0.39111052046443584,0.3086468075668305
281,FUSION,9,0,8,0.395257984498168,6.306395370361401,632,2947,0.21445537835086528,21829,26289,0.8303472935448286,18,275670,0.3955265069919857,0.307938100226382
282,FUSION,9,0,12,0.34986099787816716,21.205519750976123,5892,26582,0.22165375065834023,3533,26289,0.13439080984442162,39,276254,0.3997758880590859,0.3088928558208324
283,FUSION,9,0,4,0.35099975611225176,19.04090808191169,5017,26565,0.1888575192923019,3651,26289,0.13887937920803378,43,275657,0.3931537737031246,0.3073217539986823
284,FUSION,9,3,25,0.42201113369251525,5.855798908227255,952,3515,0.27083926031294453,22388,26289,0.8516109399368558,6,175627,0.3536412518581295,0.30849224287725463
285,FUSION,9,3,20,0.42002487549276635,17.531761905523112,6077,16433,0.3698046613521572,5274,26289,0.20061622731941117,52,176549,0.35908138889163493,0.30862740404410133
286,FUSION,9,3,18,0.4184705841999191,8.99160504894239,5580,15868,0.35165112175447444,5001,26289,0.19023165582563048,39,187152,0.35304590398061486,0.3076902320736075
287,FUSION,9,3,21,0.4389864432440605,10.235556363268193,5696,15268,0.37306785433586587,5493,26289,0.20894670774848795,31,175945,0.3621345325075652,0.3089960867869488
288,FUSION,9,3,16,0.41531130194291144,16.06513437689853,5375,15398,0.349071307962073,5769,26289,0.21944539541252994,43,176363,0.35175430767965127,0.3087217878587175
289,FUSION,9,3,24,0.43540682633063554,16.589131428070502,6259,17464,0.35839441136051303,5454,26289,0.2074631975350907,47,178474,0.35956562685348115,0.3091152152429423
290,FUSION,9,3,12,0.41721091103019753,17.25526654408682,5516,16069,0.343269649635945,4886,26289,0.18585720263227967,60,176847,0.3549541799788595,0.3076292837713454
291,FUSION,9,3,23,0.4296852535107484,12.835177227092974,6290,17716,0.3550462858433055,4450,26289,0.16927231922096694,35,186834,0.36205996847584887,0.3068735301367401
292,FUSION,9,3,13,0.40446464708351804,9.683148874909733,3027,12224,0.2476276178010471,10564,26289,0.4018410742135494,21,175810,0.36038949668751974,0.3087848176337398
293,FUSION,9,3,14,0.43292251290971157,15.783206651391255,5534,16144,0.34278989098116946,5249,26289,0.1996652592339001,45,178069,0.35546848306894846,0.3083785999669388
294,FUSION,9,3,22,0.42056703317811317,20.38124963754286,5100,15526,0.3284812572459101,4967,26289,0.18893833922933545,47,175242,0.35779955355654625,0.3081054328222991
295,FUSION,9,3,15,0.4304099880652399,12.799411423006752,5806,15890,0.36538703587161736,5172,26289,0.19673627753052608,49,176119,0.3525445794357973,0.30807724944212267
296,FUSION,9,3,19,0.43143725774191405,21.104214623934762,6079,15921,0.38182274982727216,5735,26289,0.21815207881623494,47,178682,0.3535751731167175,0.3084106464187796
297,STEREO,9,2,6,0.24484249940388342,12.57024007858055,1504,10737,0.1400763714259104,11438,26289,0.4350869184830157,58,209238,,
298,STEREO,9,2,3,0.2194770645844251,14.777099584056188,1156,10108,0.11436485951721409,10142,26289,0.3857887329301229,67,201561,,
299,STEREO,9,2,1,0.2504789954512375,12.55402524280479,1179,10779,0.10937934873364877,10911,26289,0.4150405112404428,60,201821,,
300,STEREO,9,2,13,0.24190946422377785,15.071898979455952,1584,11029,0.14362136186417626,11158,26289,0.4244360759252919,58,209111,,
301,STEREO,9,2,0,0.23711781196456344,13.596823455118638,1386,11522,0.12029161603888214,9917,26289,0.3772300201605234,59,201301,,
302,STEREO,9,2,4,0.24793359058283992,13.216192668978929,1322,11957,0.1105628502132642,9764,26289,0.3714100954771958,54,201177,,
303,STEREO,9,2,12,0.2420812191898226,9.947081042773387,1618,11761,0.13757333560071422,10547,26289,0.4011944159154019,61,201664,,
304,STEREO,9,2,5,0.24470136478676996,11.697128521256374,1351,11208,0.12053890078515346,9752,26289,0.37095363079615046,64,201573,,
305,STEREO,9,2,7,0.21888533450564734,12.43988647092782,908,10716,0.0847331093691676,10374,26289,0.3946137167636654,67,201663,,
306,STEREO,9,2,9,0.22252277366775125,12.36774368869831,1124,10218,0.1100019573302016,10744,26289,0.40868804442922896,63,201910,,
307,STEREO,9,2,11,0.23650187065349568,11.641605947494245,1508,11695,0.12894399315946986,9856,26289,0.3749096580318764,59,201779,,
308,STEREO,9,2,8,0.24775147142429124,11.934469856295076,1434,11209,0.12793291105361762,10761,26289,0.4093347027273765,64,201677,,
309,STEREO,9,2,10,0.24630070607225657,15.961199156487655,1298,11043,0.11754052340849407,11045,26289,0.420137700178782,57,209416,,
310,STEREO,9,2,2,0.23992119619613847,14.863520787035737,1435,11306,0.12692375729701044,11386,26289,0.43310890486515274,62,209139,,
311,STEREO,9,2,14,0.25359540022267857,16.17778157616916,1442,11567,0.12466499524509381,10326,26289,0.3927878580394842,60,201199,,
312,STEREO,9,1,2,0.2356062729390811,15.188973132748217,1206,26572,0.045386120728586485,2917,26289,0.11095895621742935,58,261090,,
313,STEREO,9,1,1,0.2335416118958577,14.128617772181723,1351,26954,0.050122430808043336,3043,26289,0.11575183536840504,69,263441,,
314,STEREO,9,1,9,0.2340567915407165,16.068049029009977,1662,26720,0.06220059880239521,3013,26289,0.11461067366579178,58,261211,,
315,STEREO,9,1,6,0.23434457701287656,13.1191686120092,1462,26425,0.05532639545884579,3028,26289,0.1151812545170984,61,260696,,
316,STEREO,9,1,12,0.23856261564310513,11.425432925655617,1777,27239,0.06523734351481332,2808,26289,0.10681273536460116,61,261237,,
317,STEREO,9,1,13,0.22640132346764136,15.862261368883788,964,25847,0.03729639803458815,2963,26289,0.11270873749476967,61,261245,,
318,STEREO,9,1,8,0.2272548856797039,16.581156818592998,1512,26336,0.05741190765492102,2721,26289,0.10350336642702271,59,261316,,
319,STEREO,9,1,3,0.23382696423817068,12.911618589186725,1835,27361,0.06706626219801907,3011,26289,0.11453459621895089,65,260882,,
320,STEREO,9,1,11,0.23130422010998244,14.530801989794966,1776,26854,0.06613539882326655,2964,26289,0.11274677621819011,58,260971,,
321,STEREO,9,1,14,0.2262130973173591,14.31358967480966,1407,26011,0.05409249932720772,3108,26289,0.11822435239073377,61,261229,,
322,STEREO,9,1,4,0.22871725065755072,16.924260483498106,1382,26393,0.05236236880991172,2970,26289,0.11297500855871277,77,260830,,
323,STEREO,9,1,0,0.2253671252180852,14.516831344559057,1179,25940,0.045451040863531224,2893,26289,0.11004602685533874,58,261015,,
324,STEREO,9,1,7,0.23239913657216324,11.70226915103643,1830,26325,0.06951566951566951,3428,26289,0.13039674388527522,57,261196,,
325,STEREO,9,1,10,0.23398247410490605,13.535959707929557,1184,26171,0.045240915517175496,3049,26289,0.11598006770892769,67,261114,,
326,STEREO,9,1,5,0.23216374221971878,14.831809057395114,1406,26175,0.053715377268385864,3268,26289,0.12431054813800449,70,261116,,
327,STEREO,9,0,10,0.24876713362239586,14.211062198460171,1751,35737,0.04899683801102499,1948,26289,0.07409943322302104,55,274561,,
328,STEREO,9,0,12,0.2441367360383594,11.30943473166861,1874,37387,0.05012437478267847,1888,26289,0.07181710981779452,60,274497,,
329,STEREO,9,0,0,0.24668583752479134,7.90725154368164,1731,36859,0.04696274993895656,1582,26289,0.06017726045113926,60,274537,,
330,STEREO,9,0,5,0.2556968992026682,14.849249998085172,1953,38457,0.05078399251111631,1885,26289,0.07170299364753319,53,273601,,
331,STEREO,9,0,11,0.242861813886334,12.81650049987298,1513,37728,0.04010284139100933,1701,26289,0.06470386853817185,52,274539,,
332,STEREO,9,0,4,0.24680169910605798,9.546551467293188,1379,36747,0.03752687294200887,1906,26289,0.07250180683936247,56,273428,,
333,STEREO,9,0,2,0.23399328703364303,9.305289041025473,1383,35784,0.0386485580147552,1814,26289,0.06900224428468181,57,273911,,
334,STEREO,9,0,14,0.24131360916242017,16.66121282211931,1603,36375,0.04406872852233677,1928,26289,0.0733386587546122,49,274528,,
335,STEREO,9,0,7,0.2412172952112376,9.740549930818215,1422,36036,0.039460539460539464,1971,26289,0.0749743238616912,56,274563,,
336,STEREO,9,0,3,0.2478720880992164,12.596096580599866,2291,37997,0.060294233755296474,1887,26289,0.07177907109437408,60,274539,,
337,STEREO,9,0,13,0.23888692395693173,14.815612609910142,1270,36576,0.034722222222222224,2119,26289,0.08060405492791661,57,274477,,
338,STEREO,9,0,9,0.24264934446303585,16.382433163597756,1232,36321,0.033919770931417084,1672,26289,0.06360074555897904,65,274465,,
339,STEREO,9,0,1,0.24227049643703794,15.74228086921175,1512,36316,0.04163454124903624,1894,26289,0.07204534215831716,67,274447,,
340,STEREO,9,0,6,0.24480996742160954,14.044588966241932,1594,37248,0.042794243986254296,2062,26289,0.07843584769295142,54,274442,,
341,STEREO,9,0,8,0.2513861303709995,8.938641109538382,1475,37386,0.03945327127801851,1925,26289,0.07322454258435086,61,274655,,
342,STEREO,9,3,9,0.2874811184618471,12.551317454094411,1238,7011,0.17657966053344745,15985,26289,0.6080489938757655,47,168341,,
343,STEREO,9,3,3,0.29138518657151347,9.157375211897417,1736,7702,0.22539600103869126,16333,26289,0.6212864696260794,49,179057,,
344,STEREO,9,3,12,0.2917261989084176,7.888899694006078,1755,7253,0.24196884047980147,16352,26289,0.6220092053710677,44,168652,,
345,STEREO,9,3,11,0.2675244268486295,11.74043715908272,1390,6651,0.20899112915351076,16091,26289,0.6120810985583324,54,168902,,
346,STEREO,9,3,7,0.27070548942356637,5.9759222024390635,1229,6624,0.18553743961352656,16582,26289,0.6307581117577694,53,169016,,
347,STEREO,9,3,14,0.2711359462560177,9.37241470332334,1619,7122,0.2273237854535243,15835,26289,0.6023431853626993,52,168812,,
348,STEREO,9,3,4,0.27241660590235917,8.422784598106512,1515,6655,0.22764838467317805,15936,26289,0.6061850964281639,51,167978,,
349,STEREO,9,3,8,0.2774172713648349,4.883050730079472,1361,6410,0.2123244929797192,16475,26289,0.6266879683517821,57,168638,,
350,STEREO,9,3,6,0.26478827644929664,6.700991705607013,1843,6995,0.2634739099356683,16064,26289,0.6110540530259805,58,167868,,
351,STEREO,9,3,2,0.27111081885505756,7.088912213490131,1904,7137,0.26677875858203726,16653,26289,0.6334588611206208,47,178842,,
352,STEREO,9,3,5,0.2416126647276838,12.265633150669608,1361,5901,0.23063887476698863,16217,26289,0.6168739777093081,51,168324,,
353,STEREO,9,3,13,0.2692541275585277,9.263916665704757,1735,6986,0.24835385055825937,16517,26289,0.6282855947354407,46,168377,,
354,STEREO,9,3,1,0.27924745171404597,9.66429561431612,1566,7054,0.222001701162461,15608,26289,0.5937083951462588,50,168432,,
355,STEREO,9,3,10,0.28706541311834805,5.823789141180059,1261,6624,0.19036835748792272,16809,26289,0.6393929019742097,52,169068,,
356,STEREO,9,3,0,0.27012532574033543,8.858067401278054,1170,6491,0.18024957633646588,15687,26289,0.5967134542964738,53,168416,,
357,FUSION,7,2,11,0.42592078090935587,26.595012910250638,10602,20068,0.5283037671915487,1725,14720,0.1171875,70,194651,0.3383284170005111,0.3047202437674194
358,FUSION,7,2,7,0.4365602736572846,29.69948868808863,10309,19102,0.5396817087215998,1859,14720,0.12629076086956523,58,194135,0.3426163329018487,0.3024124891649814
359,FUSION,7,2,10,0.42650941837366807,30.88579074343107,8628,18054,0.4778996344300432,1843,14720,0.12520380434782608,64,194106,0.3395570793957161,0.304589795496985
360,FUSION,7,2,4,0.4293588436561121,28.786558510151554,9342,18152,0.5146540326134861,2097,14720,0.1424592391304348,64,193812,0.33886378632360326,0.3054075570722478
361,FUSION,7,2,13,0.43177926836358843,28.74708136443154,9962,19134,0.520643880004181,1820,14720,0.12364130434782608,73,194535,0.3309025573602516,0.3045805500779637
362,FUSION,7,2,8,0.4380313386271607,30.158515351900924,11337,20519,0.5525123056679175,1399,14720,0.09504076086956521,65,194938,0.33274543762636033,0.30461854235828534
363,FUSION,7,2,12,0.42992853324632446,29.438835730094443,10220,19058,0.5362577395319551,1622,14720,0.11019021739130434,66,194771,0.33467907568835303,0.3047073624868566
364,FUSION,7,2,2,0.3994001224334362,41.33712077000783,280,850,0.32941176470588235,13087,14720,0.8890625,8,194253,0.3336051522986753,0.3047349470647595
